processid,sampleid,recordID,catalognum,fieldnum,institution_storing,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,voucher_type,tissue_type,collectors,collectiondate,lifestage,sex,reproduction,extrainfo,notes,lat,lon,coord_source,coord_accuracy,country,province,region,exactsite
GBVW882-13,JX177594,3715703, ,JX177594,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,556969,Dioscorea sp. K149, , , , , , , , , , ,taxon:1227018, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
KPLA228-11,KK 134,1983725, ,KK 134,National Museums of Kenya, ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,373623,Sphenostylis,373624,Sphenostylis stenocarpa, , ,Daniel Miyawa, , , ,20/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
UHURU083-14,C11_K1207_Cleome_sp,4110459,Cleome_sp_151967773,151967773,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121178,Brassicales,406660,Cleomaceae, , ,196517,Cleome,306439,Cleome monophylla, , ,N. Mwadime, , ,Elyse DeFranco,19/07/2012, , , ,EAD_12_012, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1081-14,B8_K1270_Unknown_sp,4913866,Unknown_sp_0174917743,174917743,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121377,Myrtales,121378,Onagraceae,600639,Onagroideae,121682,Oenothera,455645,Oenothera rosea, , ,N. Mwadime, , ,Rhiana Hohbein,22/05/2014, , , ,RRH 14-094, ,0.32,36.98, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1165-14,G9_K1300_Melinis_repens,5055719,melinis_repens_174972687,174972687,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204850,Melinis,204851,Melinis repens, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-018, ,0.359,36.892, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1232-15,B6_K1302_Commelina_erecta,5426957,B6_K1302_Commelina_erecta, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,124958,Commelinales,148688,Commelinaceae, , ,162193,Commelina,395875,Commelina erecta, , ,Munyao F., , ,Samson Kurukura,12/09/2014, , , ,SKS14-065, ,0.34252,36.9125, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1246-15,C12_K1302_Unknown_SKS14-028,5426971,C12_K1302__Unknown_SKS14_028, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,272341,Hyparrhenia,676177,Hyparrhenia sp. aff. Nubica, , ,N. Mwadime, , ,Samson Kurukura,12/08/2014, , , ,SKS14-028, ,0.42235,36.8852, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1334-15,F9_K1302_Cynodon_dactylon,5427059,F9_K1302_Cynodon_dactylon, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122462,Panicoideae,121130,Digitaria,706796,Digitaria macroblephara, , ,Munyao F., , ,Samson Kurukura,12/09/2014, , , ,SKS14-072, ,0.2896,36.8946, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1455-15,A10_K1341,6478042, ,189604310,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121595,Cucurbitales,121596,Cucurbitaceae, , ,306554,Kedrostis,306661,Kedrostis foetidissima, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-049, ,0.33871,36.8717, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1582-15,A2_K1343,6478169, ,189602398,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,156276,Asparagaceae, , ,305306,Dipcadi,305307,Dipcadi viride, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-126,lily,0.29235,36.8955, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1624-15,D7_K1343,6478211, ,189602358,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,422435,Acmella,741442,Acmella caulirhiza, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",20/07/2015, , , ,SKS15-177,unknown,0.5666,36.8454, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1686-17,TK1_E4_FIELD,7567748, ,TK1_E4_FIELD,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121213,Rubiaceae, , ,306647,Coptosperma,749590,Coptosperma graveolens, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,21/09/2015, , , ,SKS16-008, ,0.479658,36.8718, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1708-17,TK1_C7_NMK,7567770, ,TK1_C7_NMK,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,44316,Sapindales,148562,Rutaceae, , ,766631,Diphasiopsis,766632,Diphasiopsis fadenii, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,19/09/2015, , , ,SKS16-015, ,0.42262,36.8843, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU284-14,D12_K1213_Cynodon_plectostachyus,4110660,Cynodon_plectostachyus_151969787,151969787,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122372,Chloridoideae,120954,Cynodon,253205,Cynodon nlemfuensis, , ,N. Mwadime, , ,Elyse DeFranco,31/10/2012, , , ,EAD_12_078, ,0.318,36.91, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU321-14,G1_K1215_Ipomoea_wightii,4110697,Ipomoea_wightii_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,121359,Convolvulaceae, , ,264324,Ipomoea,720001,Ipomoea ficifolia, , ,N. Mwadime, , ,Grace Charles,07/05/2012, , , ,GKC 12-019, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU364-14,D1_K1214_Unknown_sp,4111272,Unknown_sp_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,124522,Santalales,148565,Loranthaceae, , ,430532,Plicosepalus,430533,Plicosepalus sagittifolius, , ,N. Mwadime, , ,Elyse DeFranco,10/11/2012, , , ,EAD_12_082, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU365-14,F1_K1214_Carissa_edulis,4111273,Carissa_edulis_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121349,Apocynaceae,381808,Rauvolfioideae,191749,Carissa,417303,Carissa spinarum, , ,N. Mwadime, , ,Elyse DeFranco,12/04/2013, , , ,EAD_13_001, ,0.29563,36.8821, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU531-14,D1_K1245_Pavonia,4473393, ,RRH_13_001D,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae,264271,Malvoideae,121735,Abutilon,719523,Abutilon longicuspe, , ,N. Mwadime, , ,Rhianna Hohbein,16/07/2013, , , ,RRH_13_001D, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU538-14,C2_K1245_Tagetes_minuta,4473400, ,RRH_13_003C,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,297724,Tagetes,390100,Tagetes minuta, , ,N. Mwadime, , ,Rhianna Hohbein,16/07/2013, , , ,RRH_13_003C, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU575-14,H6_K1245_Cynodon_plechtostachyus,4473437, ,RRH_13_012D,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122372,Chloridoideae,120954,Cynodon,253205,Cynodon nlemfuensis, , ,N. Mwadime, , ,Rhianna Hohbein,19/07/2013, , , ,RRH_13_012D, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU625-14,B1_K1246_Priva_adhaerans,4473487, ,RRH_13_026B,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121484,Verbenaceae, , ,257885,Priva,591086,Priva curtisiae, , ,N. Mwadime, , ,Rhianna Hohbein,26/07/2013, , , ,RRH 13-026, ,0.34,36.87, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU646-14,G3_K1246_Gutenbergia,4473508, ,RRH_13_031C,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,590211,Gutenbergia,591064,Gutenbergia boranensis, , ,N. Mwadime, , ,Rhianna Hohbein,07/08/2013, , , ,RRH_13_031C, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBVA5867-21,MH092174,13683076, ,MH092174,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,156276,Asparagaceae,511567,Asparagoideae,124734,Asparagus,306530,Asparagus falcatus, , , , , , , , , , , , ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVK2591-11,AM933392,2282010, ,AM933392,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121241,Oleaceae, , ,191741,Olea,431298,Olea europaea subsp. cuspidata, , , , , , , , , , ,taxon:129566, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
ITSAD2942-14,AY583503,4648486,Pasquet 1023 (EA  K),AY583503,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,428739,Wajira,428742,Wajira grahamiana, , , , , , , , , , ,Wajira grahamiana, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, ,Chyulu Hills, 
KPLA163-11,KK 069,1983660, ,KK 069,National Museums of Kenya, ,12,Magnoliophyta,41,Magnoliopsida,121244,Ericales,148758,Sapotaceae, , ,191912,Englerophytum,331013,Englerophytum oblanceolatum, , ,Daniel Miyawa, , , ,19/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
KPLA274-11,NH 180,1983771, ,NH 180,National Museums of Kenya, ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373609,Bolusiella,373610,Bolusiella maudiae, , ,Daniel Miyawa, , , ,24/11/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Rift Valley,Kajiado, 
KPLA278-11,NH 184,1983775, ,NH 184,National Museums of Kenya, ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,373614,Polystachya,373634,Polystachya campyloglossa, , ,Daniel Miyawa, , , ,24/11/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Rift Valley,Kajiado, 
UHURU036-14,D5_K1207_Barleria_ramulosa,4110412,Barleria_ramulosa_151967764,151967764,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae,264310,Acanthoideae,204958,Barleria,676174,Barleria trispinosa, , ,N. Mwadime, , ,Rob Pringle,07/05/2012, , , ,RMP_12_012, ,0.2932,36.8982, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1023-14,H12_K1269_Portulaca_sp,4913808,Portulaca_sp_0174918251,174918251,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121311,Lamiaceae, , ,292272,Plectranthus,676171,Plectranthus prostratus, , ,N. Mwadime, , ,Rhiana Hohbein,22/05/2014, , , ,RRH 14-078, ,0.32,36.98, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1068-14,E6_K1270_Cyperus_sp,4913853,Cyperus_sp_0174917706,174917706,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae,600319,Cyperoideae,121840,Cyperus,676189,Cyperus alopecuroides, , ,N. Mwadime, , ,Rhiana Hohbein,22/05/2014, , , ,RRH 14-089, ,0.32,36.98, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1112-14,B3_K1300_Caralluma_arachnoidea,5055666,caralluma_arachnoidea_174972746,174972746,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121349,Apocynaceae, , ,350999,Caralluma,626180,Caralluma arachnoidea, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-005, ,0.292,36.897, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1245-15,C12_K1301_Brachiaria_leucrantha,5426970,C12_K1301_Stylosanthes_fruticosa, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204848,Brachiaria,674001,Brachiaria lachnantha, , ,N. Mwadime, , ,Samson Kurukura,08/09/2014, , , ,SKS14-031, ,0.291,36.866, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1286-15,D9_K1302_Cynodon_dactylon,5427011,D9_K1302_Cynodon_dactylon, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122462,Panicoideae,121130,Digitaria,706796,Digitaria macroblephara, , ,Munyao F., , ,Samson Kurukura,12/09/2014, , , ,SKS14-072, ,0.2896,36.8946, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1330-15,F7_K1302_Commelina_reptans,5427055,F7_K1302_Commelina_reptans, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,124958,Commelinales,148688,Commelinaceae, , ,162193,Commelina,659707,Commelina reptans, , ,Munyao F., , ,Samson Kurukura,12/09/2014, , , ,SKS14-068, ,0.28239,36.8937, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1398-15,H2_K1341,6477985, ,189604225,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122462,Panicoideae,120891,Panicum,204877,Panicum deustum, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-009, ,0.4173,36.9163, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1412-15,F4_K1341,6477999, ,189604251,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,293727,Dinebra,741448,Dinebra polycarpha, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-017, ,0.3189,36.8623, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1614-15,B6_K1343,6478201, ,189602381,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,204984,Indigofera,706794,Indigofera ambelacensis, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",11/07/2015, , , ,SKS15-166, ,0.42938,36.8826, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU216-14,H3_K1213_Solanum_sp,4110592,Solanum_sp_151969730,151969730,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,1125,Solanaceae,2865,Solanoideae,7060,Solanum,720010,Solanum hastifolium, , ,N. Mwadime, , ,Elyse DeFranco,28/07/2012, , , ,EAD_12_050, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU298-14,G5_K1214_Helichysum_sp,4110674,Helichysum_sp_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,121518,Conyza,719997,Conyza peduculata, , ,N. Mwadime, , ,Elyse DeFranco,22/04/2013, , , ,EAD_13_011, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU403-14,F7_K1214_Unknown_sp,4111311,Unknown_sp_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,264276,Vigna,720004,Vigna membranacea, , ,N. Mwadime, , ,Elyse DeFranco,23/04/2013, , , ,EAD_13_020, ,0.29677,36.8868, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU550-14,G3_K1245_Leucas,4473412, ,RRH_13_006C,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121311,Lamiaceae, , ,306579,Leucas,454488,Leucas martinicensis, , ,N. Mwadime, , ,Rhianna Hohbein,16/07/2013, , , ,RRH_13_006C, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU567-14,H5_K1245_Pentanisia_ouranogyne,4473429, ,RRH_13_010D,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121213,Rubiaceae, , ,306523,Pentanisia,591087,Pentanisia ouranogyne, , ,N. Mwadime, , ,Rhianna Hohbein,19/07/2013, , , ,RRH_13_010D, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU601-14,B10_K1245_Pennisetum_mezianum,4473463, ,RRH_13_020B,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,194934,Pennisetum,293899,Pennisetum mezianum, , ,N. Mwadime, , ,Rhianna Hohbein,24/07/2013, , , ,RRH_13_020B, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU802-14,C9_K1267_Indigofera_sp,4913587,Indigofera_sp_0174918495,174918495,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,204710,Crotalaria,676182,Crotalaria pycnostachya, , ,N. Mwadime, , ,Rhiana Hohbein,08/04/2014, , , ,RRH 14-018, ,0.352,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU940-14,E2_K1269_Unknown_sp,4913725,Unknown_sp_0174918286,174918286,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,125289,Vernonia,474099,Vernonia galamensis, , ,N. Mwadime, , ,Rhiana Hohbein,06/05/2014, , , ,RRH 14-054, ,0.319,36.91, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU943-14,H2_K1269_Unknown_sp,4913728,Unknown_sp_0174918241,174918241,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,125289,Vernonia,474099,Vernonia galamensis, , ,N. Mwadime, , ,Rhiana Hohbein,06/05/2014, , , ,RRH 14-054, ,0.319,36.91, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBITS12407-21,KP753461,13480924, ,KP753461,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,499732,Haplocarpha,553720,Haplocarpha rueppellii, , , , , , , , , , , ,Chen LY S124 (HIB), , , , ,Kenya, , , 
GBITS17414-21,KT907367,13486087, ,KT907367,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,306478,Molluginaceae, , ,431043,Glinus,431052,Glinus setiflorus, , , , , , , , , , , ,Burney et al. T46 (NY), , , , ,Kenya, , , 
GBITS22704-21,HQ605048,13491472, ,HQ605048,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,428191,Senegalia,1096284,Senegalia senegal, , , , , , , , , , , , , , , , ,Kenya, , , 
GBITS64849-21,AB983256,13551903, ,AB983256,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae, , ,288881,Isolepis,424050,Isolepis keniaensis, , , , , , , , , , , , , , , , ,Kenya, , , 
GBVL1850-11,EU541411,2322933,J. B. Gillett 16503 (M),EU541411,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,121595,Cucurbitales,121596,Cucurbitaceae, , ,423197,Zehneria,443296,Zehneria anomala, , , , , , , , , , ,taxon:529364, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVO4210-11,AY582990,2309222,Pasquet 1063 (K),AY582990,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,428728,Spathionema,428729,Spathionema kilimandscharicum, , , , , , , , , , ,taxon:271803, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVW811-13,JX177523,3715632,K88,JX177523,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,556999,Dioscorea sp. K88, , , , , , , , , , ,taxon:1227048, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
